CUSTOMER;AGE;GENDER;OCCUPATION;TOTAL_INCOME;AREA;OBJECT_VER_NEW
318;22;P;PEG.SWASTA FORMAL;6000000;01. JABOTABEK;MOTOR BARU
319;42;L;WIRASWASTA NON FORMAL;7000000;01. JABOTABEK;MOTOR BARU
320;27;L;WIRASWASTA NON FORMAL;6000000;01. JABOTABEK;MOTOR BARU
321;52;L;WIRASWASTA FORMAL;7350000;01. JABOTABEK;MOTOR BARU
322;58;L;WIRASWASTA FORMAL;5000000;01. JABOTABEK;MOTOR BARU
323;61;P;WIRASWASTA NON FORMAL;47000000;01. JABOTABEK;MOBIL BARU
324;45;L;PEG.SWASTA FORMAL;4800000;02. JABAR;MOTOR BARU
325;36;P;PEG.SWASTA FORMAL;4400000;02. JABAR;MOTOR BARU
326;23;L;PEG.SWASTA FORMAL;7000000;01. JABOTABEK;2W_MPL
327;25;L;WIRASWASTA FORMAL;4000000;01. JABOTABEK;MOTOR BARU
328;32;L;PEG.SWASTA FORMAL;3700000;01. JABOTABEK;2W_MPL
329;48;P;WIRASWASTA FORMAL;7000000;01. JABOTABEK;MOTOR BARU
330;37;P;PEG.SWASTA FORMAL;5900000;01. JABOTABEK;MOTOR BARU
331;50;P;WIRASWASTA FORMAL;4000000;01. JABOTABEK;MOTOR BARU
332;23;L;PEG.SWASTA NON FORMAL;4000000;01. JABOTABEK;MOTOR BEKAS
333;36;L;PEG.SWASTA FORMAL;3300000;01. JABOTABEK;MOTOR BARU
334;46;L;WIRASWASTA NON FORMAL;3700000;06. SULAWESI;MOTOR BARU
335;26;L;WIRASWASTA NON FORMAL;6000000;01. JABOTABEK;MOTOR BEKAS
336;41;L;PEG.SWASTA FORMAL;5500000;01. JABOTABEK;MOTOR BARU
337;49;L;WIRASWASTA NON FORMAL;6000000;03. JATIM;MOTOR BARU
338;43;L;WIRASWASTA NON FORMAL;4500000;03. JATIM;MOTOR BARU
339;45;L;PEG.SWASTA FORMAL;4500000;03. JATIM;MOTOR BARU
340;40;L;PEG.SWASTA FORMAL;4300000;03. JATIM;MOTOR BARU
341;54;L;WIRASWASTA NON FORMAL;3300000;03. JATIM;MOTOR BARU
342;55;P;WIRASWASTA NON FORMAL;3500000;03. JATIM;MOTOR BARU
343;27;L;PEG.SWASTA NON FORMAL;13000000;03. JATIM;MOTOR BARU
344;40;P;PEG.SWASTA FORMAL;6600000;03. JATIM;MOTOR BARU
345;38;P;PEG.NEGERI;5000000;03. JATIM;MOTOR BARU
346;27;P;PEG.SWASTA NON FORMAL;3075000;03. JATIM;MOTOR BEKAS
347;29;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
348;29;L;WIRASWASTA NON FORMAL;2837500;02. JABAR;2W_MPL
349;44;L;PROFESIONAL;2625000;02. JABAR;2W_MPL
350;42;P;PEG.SWASTA NON FORMAL;13194000;02. JABAR;MOBIL BARU
351;40;L;WIRASWASTA NON FORMAL;11250000;02. JABAR;MOBIL BARU
352;25;L;WIRASWASTA NON FORMAL;16600000;02. JABAR;MOBIL BARU
353;36;L;PEG.NEGERI;5398000;05. KALIMANTAN;MOTOR BEKAS
354;46;L;WIRASWASTA NON FORMAL;3200000;06. SULAWESI;MOTOR BARU
355;45;P;PEG.SWASTA FORMAL;10000000;06. SULAWESI;MOTOR BARU
356;41;L;WIRASWASTA NON FORMAL;8000000;05. KALIMANTAN;MOTOR BARU
357;45;P;WIRASWASTA NON FORMAL;10500000;05. KALIMANTAN;MOBIL BEKAS
358;42;L;WIRASWASTA NON FORMAL;5500000;05. KALIMANTAN;DURABLE
359;24;L;PEG.SWASTA NON FORMAL;5000000;06. SULAWESI;MOTOR BARU
360;24;P;WIRASWASTA NON FORMAL;10000000;05. KALIMANTAN;MOTOR BARU
361;35;L;WIRASWASTA NON FORMAL;3240000;09. SUMATERA SELATAN;MOTOR BARU
362;23;L;PEG.SWASTA FORMAL;2800000;09. SUMATERA SELATAN;MOTOR BARU
363;29;L;PEG.SWASTA FORMAL;2800000;05. KALIMANTAN;2W_MPL
364;43;L;PEG.NEGERI;4000000;09. SUMATERA SELATAN;MOTOR BARU
365;43;L;PEG.SWASTA FORMAL;6750000;05. KALIMANTAN;MOTOR BARU
366;26;P;PEG.SWASTA FORMAL;9000000;05. KALIMANTAN;MOTOR BARU
367;38;L;WIRASWASTA NON FORMAL;8000000;05. KALIMANTAN;MOTOR BARU
368;39;L;WIRASWASTA NON FORMAL;21000000;05. KALIMANTAN;MOBIL BARU
369;40;P;WIRASWASTA NON FORMAL;2800000;03. JATIM;MOTOR BARU
370;42;L;PEG.SWASTA FORMAL;2756000;03. JATIM;MOTOR BARU
371;27;L;PEG.SWASTA FORMAL;3700000;01. JABOTABEK;MOTOR BARU
372;54;L;WIRASWASTA FORMAL;5000000;01. JABOTABEK;2W_MPL
373;27;P;PEG.SWASTA FORMAL;7400000;01. JABOTABEK;MOTOR BARU
374;32;L;WIRASWASTA FORMAL;6000000;01. JABOTABEK;MOTOR BEKAS
375;22;P;PEG.SWASTA FORMAL;7000000;01. JABOTABEK;MOTOR BARU
376;23;P;WIRASWASTA NON FORMAL;9500000;05. KALIMANTAN;MOTOR BARU
377;32;L;PEG.SWASTA NON FORMAL;5304000;05. KALIMANTAN;MOTOR BARU
378;36;L;PEG.SWASTA NON FORMAL;7000000;02. JABAR;MOTOR BARU
379;41;L;PEG.SWASTA NON FORMAL;4000000;02. JABAR;MOTOR BARU
380;26;P;PEG.SWASTA FORMAL;16550000;02. JABAR;MOBIL BEKAS
381;21;P;PEG.SWASTA NON FORMAL;4400000;02. JABAR;MOTOR BEKAS
382;50;L;WIRASWASTA NON FORMAL;5500000;02. JABAR;MOTOR BARU
383;30;L;PEG.SWASTA FORMAL;11650000;02. JABAR;MOBIL BEKAS
384;39;P;WIRASWASTA NON FORMAL;4500000;02. JABAR;2W_MPL
385;32;L;WIRASWASTA NON FORMAL;10912235;02. JABAR;MOBIL BARU
386;41;L;WIRASWASTA NON FORMAL;35350000;02. JABAR;MOBIL BARU
387;58;P;WIRASWASTA NON FORMAL;4005000;02. JABAR;MOTOR BEKAS
388;31;P;PEG.SWASTA FORMAL;4700000;02. JABAR;MOTOR BARU
389;29;L;PEG.SWASTA FORMAL;4000000;02. JABAR;MOTOR BARU
390;44;L;PEG.SWASTA FORMAL;5600000;02. JABAR;MOTOR BEKAS
391;26;P;PEG.SWASTA FORMAL;3800000;02. JABAR;2W_MPL
392;40;L;PEG.SWASTA NON FORMAL;3000000;02. JABAR;MOTOR BARU
393;43;L;WIRASWASTA FORMAL;3000000;02. JABAR;MOTOR BARU
394;34;L;PEG.SWASTA FORMAL;3918000;02. JABAR;MOTOR BARU
395;30;P;PEG.SWASTA FORMAL;5100000;02. JABAR;MOTOR BARU
396;21;L;WIRASWASTA NON FORMAL;5320000;02. JABAR;MOTOR BARU
397;28;L;PROFESIONAL;3600000;02. JABAR;MOTOR BARU
398;43;L;PEG.SWASTA FORMAL;7800000;01. JABOTABEK;MOTOR BARU
399;43;L;PEG.SWASTA FORMAL;5200000;01. JABOTABEK;MOTOR BARU
400;35;L;PEG.SWASTA NON FORMAL;3000000;02. JABAR;MOTOR BEKAS
401;26;L;PEG.SWASTA FORMAL;5000000;02. JABAR;MOTOR BARU
402;53;L;WIRASWASTA NON FORMAL;4061000;02. JABAR;2W_MPL
403;33;L;PEG.SWASTA FORMAL;6500000;01. JABOTABEK;MOTOR BARU
404;61;L;PEG.SWASTA FORMAL;8000000;01. JABOTABEK;MOTOR BARU
405;37;L;PEG.SWASTA FORMAL;9000000;01. JABOTABEK;MOTOR BARU
406;21;L;PEG.SWASTA NON FORMAL;5500000;01. JABOTABEK;MOTOR BARU
407;42;P;WIRASWASTA NON FORMAL;5000000;01. JABOTABEK;MOTOR BARU
408;46;P;PEG.SWASTA FORMAL;8000000;01. JABOTABEK;2W_MPL
409;27;L;WIRASWASTA NON FORMAL;5500000;01. JABOTABEK;2W_MPL
410;54;P;WIRASWASTA NON FORMAL;5000000;01. JABOTABEK;MOTOR BARU
411;49;L;PEG.SWASTA FORMAL;7000000;01. JABOTABEK;MOTOR BARU
412;30;P;WIRASWASTA NON FORMAL;4300000;01. JABOTABEK;MOTOR BARU
413;41;L;WIRASWASTA FORMAL;10000000;01. JABOTABEK;MOTOR BARU
414;40;L;WIRASWASTA NON FORMAL;6000000;01. JABOTABEK;MOTOR BARU
415;39;P;WIRASWASTA NON FORMAL;2700000;06. SULAWESI;2W_MPL
416;22;L;PEG.SWASTA FORMAL;4000000;01. JABOTABEK;2W_MPL
417;36;L;WIRASWASTA FORMAL;6000000;01. JABOTABEK;MOTOR BARU
418;38;L;WIRASWASTA NON FORMAL;5500000;01. JABOTABEK;MOTOR BARU
419;36;L;WIRASWASTA NON FORMAL;6000000;01. JABOTABEK;MOTOR BARU
420;28;L;WIRASWASTA NON FORMAL;2700000;06. SULAWESI;2W_MPL
421;45;L;WIRASWASTA NON FORMAL;4000000;06. SULAWESI;MOTOR BARU
422;43;P;WIRASWASTA NON FORMAL;8000000;03. JATIM;MOTOR BARU
423;37;P;WIRASWASTA NON FORMAL;5000000;03. JATIM;MOTOR BARU
424;24;P;PEG.SWASTA FORMAL;2400000;03. JATIM;MOTOR BARU
425;47;L;WIRASWASTA NON FORMAL;2750000;06. SULAWESI;MOTOR BEKAS
426;37;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;DURABLE
427;40;P;PEG.SWASTA NON FORMAL;5800000;03. JATIM;MOTOR BARU
428;39;L;WIRASWASTA NON FORMAL;10000000;03. JATIM;MOTOR BARU
429;41;L;PEG.SWASTA FORMAL;3600000;03. JATIM;MOTOR BARU
430;46;P;PEG.SWASTA NON FORMAL;4500000;03. JATIM;MOTOR BARU
431;38;L;PEG.SWASTA FORMAL;4000000;03. JATIM;MOTOR BARU
432;37;P;PEG.NEGERI;6000000;02. JABAR;MOTOR BARU
433;50;P;WIRASWASTA NON FORMAL;5500000;02. JABAR;MOTOR BEKAS
434;37;L;WIRASWASTA NON FORMAL;8000000;02. JABAR;MOTOR BEKAS
435;42;L;PEG.SWASTA FORMAL;4600000;02. JABAR;2W_MPL
436;23;L;PEG.SWASTA FORMAL;2440000;02. JABAR;2W_MPL
437;36;L;WIRASWASTA NON FORMAL;32688500;02. JABAR;MOBIL BARU
438;42;P;WIRASWASTA NON FORMAL;5000000;05. KALIMANTAN;MOTOR BEKAS
439;29;L;PEG.SWASTA NON FORMAL;3500000;01. JABOTABEK;MOTOR BARU
440;20;P;PEG.SWASTA NON FORMAL;4000000;09. SUMATERA SELATAN;MOTOR BEKAS
441;35;L;PEG.SWASTA FORMAL;5800000;09. SUMATERA SELATAN;MOTOR BARU
442;33;L;PEG.SWASTA FORMAL;7000000;05. KALIMANTAN;MOTOR BARU
443;22;P;PEG.SWASTA NON FORMAL;11000000;05. KALIMANTAN;MOTOR BARU
444;32;L;WIRASWASTA NON FORMAL;6000000;09. SUMATERA SELATAN;MOTOR BARU
445;35;L;PEG.SWASTA NON FORMAL;3500000;09. SUMATERA SELATAN;MOTOR BARU
446;53;P;WIRASWASTA NON FORMAL;4000000;09. SUMATERA SELATAN;2W_MPL
447;34;L;WIRASWASTA NON FORMAL;5000000;05. KALIMANTAN;MOTOR BARU
448;35;L;PEG.SWASTA FORMAL;3000000;09. SUMATERA SELATAN;MOTOR BEKAS
449;46;P;WIRASWASTA NON FORMAL;5500000;09. SUMATERA SELATAN;MOTOR BEKAS
450;39;P;WIRASWASTA NON FORMAL;9000000;05. KALIMANTAN;MOTOR BEKAS
451;38;L;PEG.SWASTA NON FORMAL;3120000;09. SUMATERA SELATAN;MOTOR BARU
452;39;L;WIRASWASTA FORMAL;4000000;01. JABOTABEK;MOTOR BARU
453;27;L;PEG.SWASTA FORMAL;4000000;01. JABOTABEK;MOTOR BARU
454;27;L;WIRASWASTA FORMAL;5000000;01. JABOTABEK;MOTOR BARU
455;46;L;WIRASWASTA FORMAL;4000000;01. JABOTABEK;MOTOR BARU
456;46;L;PEG.SWASTA FORMAL;3900000;01. JABOTABEK;MOTOR BARU
457;38;P;PEG.NEGERI;9041000;06. SULAWESI;MOBIL BEKAS
458;24;L;PEG.SWASTA NON FORMAL;4000000;01. JABOTABEK;2W_MPL
459;28;L;PEG.SWASTA FORMAL;6000000;01. JABOTABEK;MOTOR BARU
460;45;L;PEG.SWASTA FORMAL;10000000;01. JABOTABEK;MOTOR BARU
461;41;L;PEG.SWASTA FORMAL;3800000;01. JABOTABEK;2W_MPL
462;53;P;WIRASWASTA FORMAL;7500000;01. JABOTABEK;MOTOR BARU
463;35;P;PEG.SWASTA FORMAL;7000000;01. JABOTABEK;MOTOR BARU
464;23;L;WIRASWASTA NON FORMAL;3500000;03. JATIM;MOTOR BARU
465;37;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
466;39;L;WIRASWASTA NON FORMAL;7000000;01. JABOTABEK;MOTOR BARU
467;57;L;WIRASWASTA NON FORMAL;8000000;03. JATIM;MOTOR BARU
468;33;L;WIRASWASTA NON FORMAL;5000000;03. JATIM;MOTOR BARU
469;23;L;PEG.SWASTA NON FORMAL;6000000;02. JABAR;MOTOR BARU
470;28;L;PEG.SWASTA FORMAL;8573613;02. JABAR;MOBIL BEKAS
471;28;L;PEG.SWASTA FORMAL;9276200;02. JABAR;MOBIL BEKAS
472;21;P;PEG.SWASTA FORMAL;8300000;01. JABOTABEK;MOTOR BARU
473;26;L;PEG.SWASTA FORMAL;9100000;05. KALIMANTAN;MOTOR BARU
474;46;L;WIRASWASTA NON FORMAL;3900000;03. JATIM;MOTOR BARU
475;40;L;PEG.SWASTA FORMAL;6000000;06. SULAWESI;MOTOR BARU
476;20;P;WIRASWASTA NON FORMAL;2500000;06. SULAWESI;2W_MPL
477;23;L;WIRASWASTA NON FORMAL;5500000;06. SULAWESI;MOTOR BARU
478;47;L;PEG.SWASTA FORMAL;6000000;01. JABOTABEK;MOTOR BARU
479;54;P;PEG.NEGERI;9000000;06. SULAWESI;MOTOR BEKAS
480;32;L;PEG.SWASTA NON FORMAL;6500000;05. KALIMANTAN;MOTOR BARU
481;47;P;WIRASWASTA NON FORMAL;4700000;06. SULAWESI;MOTOR BARU
482;33;L;PROFESIONAL;2600000;02. JABAR;2W_MPL
483;35;L;WIRASWASTA NON FORMAL;3960000;02. JABAR;MOTOR BARU
484;48;L;PEG.SWASTA NON FORMAL;3800000;02. JABAR;MOTOR BEKAS
485;52;P;WIRASWASTA NON FORMAL;3000000;02. JABAR;2W_MPL
486;51;L;PEG.SWASTA FORMAL;3500000;02. JABAR;MOTOR BARU
487;42;L;WIRASWASTA NON FORMAL;4500000;04. JATENG;MOTOR BARU
488;54;P;PEG.NEGERI;9189700;02. JABAR;MOBIL BARU
489;42;L;WIRASWASTA NON FORMAL;10500000;02. JABAR;MOBIL BARU
490;35;L;PEG.SWASTA FORMAL;9000000;02. JABAR;MOBIL BEKAS
491;38;L;PEG.SWASTA FORMAL;42575000;02. JABAR;MOBIL BARU
492;58;L;WIRASWASTA NON FORMAL;33200000;02. JABAR;MOBIL BARU
493;20;L;PEG.SWASTA FORMAL;5000000;02. JABAR;MOTOR BARU
494;52;P;WIRASWASTA NON FORMAL;2700000;02. JABAR;MOTOR BARU
495;30;P;WIRASWASTA NON FORMAL;6000000;02. JABAR;MOTOR BARU
496;35;P;PEG.SWASTA FORMAL;8500000;02. JABAR;MOTOR BARU
497;24;L;PEG.SWASTA FORMAL;3700000;02. JABAR;MOTOR BARU
498;41;L;WIRASWASTA NON FORMAL;8500000;02. JABAR;MOTOR BARU
499;40;L;PEG.NEGERI;5500000;02. JABAR;MOTOR BARU
500;27;L;PEG.SWASTA FORMAL;4000000;01. JABOTABEK;MOTOR BEKAS
501;42;L;WIRASWASTA NON FORMAL;5000000;01. JABOTABEK;MOTOR BARU
502;28;L;PEG.SWASTA FORMAL;3800000;02. JABAR;MOTOR BARU
503;42;L;WIRASWASTA NON FORMAL;6800000;02. JABAR;MOTOR BARU
504;49;P;WIRASWASTA NON FORMAL;10250000;01. JABOTABEK;MOTOR BARU
505;40;L;PEG.SWASTA FORMAL;3500000;01. JABOTABEK;MOTOR BARU
506;32;L;PEG.SWASTA FORMAL;5000000;01. JABOTABEK;2W_MPL
507;35;L;PEG.SWASTA FORMAL;3600000;01. JABOTABEK;MOTOR BARU
508;19;L;PEG.SWASTA FORMAL;4000000;01. JABOTABEK;MOTOR BARU
509;32;L;WIRASWASTA FORMAL;8000000;02. JABAR;MOTOR BARU
510;30;L;PEG.SWASTA FORMAL;5000000;01. JABOTABEK;MOTOR BARU
511;42;P;WIRASWASTA NON FORMAL;4900000;01. JABOTABEK;2W_MPL
512;41;L;PEG.SWASTA FORMAL;5000000;01. JABOTABEK;MOTOR BARU
513;33;P;WIRASWASTA NON FORMAL;2200000;06. SULAWESI;MOTOR BEKAS
514;24;L;PEG.SWASTA FORMAL;2300000;03. JATIM;MOTOR BEKAS
515;48;L;PEG.SWASTA FORMAL;7000000;03. JATIM;MOTOR BARU
516;39;L;PEG.NEGERI;9200000;03. JATIM;MOTOR BARU
517;39;L;WIRASWASTA NON FORMAL;6500000;06. SULAWESI;MOTOR BARU
518;40;L;PEG.SWASTA NON FORMAL;3700000;06. SULAWESI;MOTOR BARU
519;24;P;WIRASWASTA NON FORMAL;6000000;06. SULAWESI;MOTOR BARU
520;32;L;PEG.SWASTA NON FORMAL;6000000;06. SULAWESI;MOTOR BARU
521;31;L;PEG.SWASTA FORMAL;3300000;03. JATIM;MOTOR BARU
522;32;L;PEG.SWASTA NON FORMAL;6400000;03. JATIM;MOTOR BARU
523;23;L;PEG.SWASTA FORMAL;4000000;03. JATIM;MOTOR BARU
524;40;L;PROFESIONAL;3500000;02. JABAR;DURABLE
525;43;L;TNI / POLISI;8500000;02. JABAR;MOTOR BARU
526;29;L;PEG.SWASTA FORMAL;3440000;02. JABAR;MOTOR BEKAS
527;28;L;PEG.SWASTA FORMAL;11963300;02. JABAR;MOBIL BARU
528;41;L;WIRASWASTA FORMAL;30400000;02. JABAR;MOBIL BARU
529;43;L;PEG.SWASTA FORMAL;11100000;02. JABAR;4W_MPL
530;46;L;WIRASWASTA NON FORMAL;3000000;06. SULAWESI;MOTOR BARU
531;30;L;WIRASWASTA NON FORMAL;5000000;06. SULAWESI;MOTOR BARU
532;53;P;WIRASWASTA NON FORMAL;3500000;06. SULAWESI;MOTOR BARU
533;27;L;PEG.SWASTA FORMAL;6300000;05. KALIMANTAN;MOTOR BARU
534;34;L;PEG.SWASTA FORMAL;10500000;01. JABOTABEK;MOTOR BARU
535;47;L;PEG.SWASTA FORMAL;6500000;01. JABOTABEK;2W_MPL
536;34;L;PEG.NEGERI;4500000;01. JABOTABEK;MOTOR BARU
537;44;P;WIRASWASTA NON FORMAL;4000000;01. JABOTABEK;MOTOR BARU
538;34;P;PEG.SWASTA FORMAL;4000000;01. JABOTABEK;2W_MPL
539;32;L;PEG.SWASTA FORMAL;4000000;09. SUMATERA SELATAN;MOTOR BARU
540;26;L;WIRASWASTA NON FORMAL;6000000;05. KALIMANTAN;MOTOR BARU
541;42;L;PEG.SWASTA FORMAL;10328886;02. JABAR;MOBIL BEKAS
542;41;P;WIRASWASTA NON FORMAL;8000000;05. KALIMANTAN;MOTOR BARU
543;22;L;PEG.SWASTA FORMAL;5500000;05. KALIMANTAN;MOTOR BARU
544;40;L;PEG.SWASTA FORMAL;5800000;05. KALIMANTAN;MOTOR BARU
545;21;P;PEG.SWASTA FORMAL;5500000;05. KALIMANTAN;MOTOR BARU
546;40;L;WIRASWASTA NON FORMAL;8000000;05. KALIMANTAN;MOTOR BEKAS
547;43;L;WIRASWASTA NON FORMAL;7500000;05. KALIMANTAN;MOTOR BEKAS
548;36;P;WIRASWASTA NON FORMAL;3500000;09. SUMATERA SELATAN;MOTOR BARU
549;36;P;WIRASWASTA NON FORMAL;3400000;09. SUMATERA SELATAN;2W_MPL
550;25;L;PEG.SWASTA NON FORMAL;4500000;09. SUMATERA SELATAN;MOTOR BARU
551;40;L;WIRASWASTA NON FORMAL;5500000;09. SUMATERA SELATAN;MOTOR BARU
552;35;P;WIRASWASTA NON FORMAL;4300000;09. SUMATERA SELATAN;MOTOR BEKAS
553;22;P;PEG.SWASTA FORMAL;3000000;09. SUMATERA SELATAN;MOTOR BARU
554;38;L;PEG.SWASTA FORMAL;4360000;01. JABOTABEK;2W_MPL
555;43;L;PEG.SWASTA FORMAL;5000000;01. JABOTABEK;MOTOR BARU
556;39;L;WIRASWASTA FORMAL;4800000;01. JABOTABEK;MOTOR BARU
557;31;L;WIRASWASTA FORMAL;3600000;01. JABOTABEK;2W_MPL
558;56;L;WIRASWASTA FORMAL;12500000;01. JABOTABEK;MOTOR BARU
559;55;L;WIRASWASTA NON FORMAL;4250000;02. JABAR;MOTOR BARU
560;43;L;WIRASWASTA NON FORMAL;12400000;06. SULAWESI;MOBIL BEKAS
561;56;P;WIRASWASTA FORMAL;15000000;01. JABOTABEK;MOTOR BARU
562;23;L;PEG.SWASTA NON FORMAL;4200000;01. JABOTABEK;2W_MPL
563;43;L;PEG.SWASTA FORMAL;4600000;01. JABOTABEK;MOTOR BARU
564;56;L;PEG.SWASTA FORMAL;10000000;01. JABOTABEK;MOTOR BARU
565;30;L;WIRASWASTA NON FORMAL;4000000;01. JABOTABEK;MOTOR BEKAS
566;23;L;PEG.SWASTA FORMAL;8000000;01. JABOTABEK;MOTOR BARU
567;50;L;WIRASWASTA FORMAL;8500000;01. JABOTABEK;MOTOR BARU
568;32;L;PEG.SWASTA FORMAL;4200000;01. JABOTABEK;MOTOR BARU
569;37;L;WIRASWASTA FORMAL;6500000;01. JABOTABEK;MOTOR BARU
570;38;L;PEG.SWASTA FORMAL;4800000;03. JATIM;MOTOR BARU
571;49;L;PEG.SWASTA NON FORMAL;4100000;03. JATIM;MOTOR BEKAS
572;44;L;WIRASWASTA FORMAL;3000000;05. KALIMANTAN;MOTOR BARU
573;44;L;PEG.SWASTA FORMAL;6749000;03. JATIM;MOTOR BARU
574;30;L;WIRASWASTA NON FORMAL;3800000;02. JABAR;MOTOR BARU
575;34;L;WIRASWASTA NON FORMAL;9500000;02. JABAR;MOTOR BARU
576;22;P;PEG.SWASTA NON FORMAL;3000000;02. JABAR;2W_MPL
577;38;L;WIRASWASTA FORMAL;14025000;02. JABAR;MOBIL BEKAS
578;24;L;PEG.SWASTA FORMAL;15815423;02. JABAR;MOBIL BEKAS
579;26;P;PEG.SWASTA NON FORMAL;8890000;02. JABAR;MOBIL BEKAS
580;48;L;TNI / POLISI;6415000;03. JATIM;MOTOR BARU
581;54;P;WIRASWASTA NON FORMAL;3000000;03. JATIM;2W_MPL
582;39;L;WIRASWASTA NON FORMAL;5000000;03. JATIM;MOTOR BARU
583;31;L;TNI / POLISI;4750000;03. JATIM;MOTOR BARU
584;41;L;PEG.SWASTA FORMAL;13066160;02. JABAR;MOBIL BEKAS
585;41;L;PEG.SWASTA FORMAL;22050269;02. JABAR;MOBIL BARU
586;54;P;WIRASWASTA NON FORMAL;15900000;01. JABOTABEK;4W_MPL
587;40;L;PEG.SWASTA FORMAL;6600000;02. JABAR;MOTOR BARU
588;33;L;PEG.SWASTA FORMAL;7000000;02. JABAR;MOTOR BARU
589;29;P;PEG.SWASTA FORMAL;7200000;02. JABAR;MOTOR BARU
590;37;L;WIRASWASTA NON FORMAL;5000000;02. JABAR;MOTOR BARU
591;42;L;PEG.SWASTA FORMAL;6400000;01. JABOTABEK;MOTOR BEKAS
592;26;L;PEG.SWASTA FORMAL;1500000;01. JABOTABEK;MOTOR BEKAS
593;31;P;PEG.SWASTA FORMAL;4000000;01. JABOTABEK;MOTOR BARU
594;22;L;PEG.SWASTA FORMAL;3000000;09. SUMATERA SELATAN;MOTOR BARU
595;57;L;WIRASWASTA NON FORMAL;4500000;09. SUMATERA SELATAN;MOTOR BARU
596;47;P;WIRASWASTA NON FORMAL;3500000;09. SUMATERA SELATAN;MOTOR BEKAS
597;36;P;PEG.SWASTA FORMAL;6000000;09. SUMATERA SELATAN;MOTOR BARU
598;49;L;WIRASWASTA NON FORMAL;2500000;09. SUMATERA SELATAN;MOTOR BEKAS
599;33;L;WIRASWASTA NON FORMAL;46000000;02. JABAR;MOBIL BARU
600;30;P;PEG.SWASTA FORMAL;7000000;09. SUMATERA SELATAN;DURABLE
601;27;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
602;50;L;WIRASWASTA NON FORMAL;3850000;03. JATIM;MOTOR BARU
603;32;L;PEG.SWASTA FORMAL;9949500;05. KALIMANTAN;2W_MPL
604;48;L;WIRASWASTA NON FORMAL;23500000;05. KALIMANTAN;MOBIL BARU
605;44;L;WIRASWASTA NON FORMAL;8000000;05. KALIMANTAN;MOTOR BARU
606;33;P;WIRASWASTA NON FORMAL;5500000;05. KALIMANTAN;MOTOR BARU
607;26;L;PEG.SWASTA NON FORMAL;4500000;02. JABAR;MOTOR BARU
608;27;L;PEG.SWASTA FORMAL;4487000;05. KALIMANTAN;MOTOR BEKAS
609;23;L;PEG.SWASTA NON FORMAL;4459000;05. KALIMANTAN;MOTOR BARU
610;53;P;WIRASWASTA FORMAL;4100000;05. KALIMANTAN;MOTOR BARU
611;23;P;PEG.SWASTA FORMAL;2800000;05. KALIMANTAN;2W_MPL
612;41;L;PEG.SWASTA FORMAL;3500000;05. KALIMANTAN;MOTOR BEKAS
613;37;L;PEG.NEGERI;6500000;05. KALIMANTAN;MOTOR BARU
614;52;L;PEG.SWASTA FORMAL;13952989;02. JABAR;MOBIL BARU
615;41;L;WIRASWASTA NON FORMAL;16245000;01. JABOTABEK;4W_MPL
616;45;L;WIRASWASTA FORMAL;4500000;01. JABOTABEK;MOTOR BARU
617;20;P;PEG.SWASTA FORMAL;7500000;01. JABOTABEK;MOTOR BARU
618;45;L;PEG.SWASTA FORMAL;8500000;01. JABOTABEK;MOTOR BARU
619;31;L;PEG.SWASTA FORMAL;3000000;02. JABAR;MOTOR BARU
620;26;L;WIRASWASTA NON FORMAL;2400000;02. JABAR;MOTOR BARU
621;51;L;WIRASWASTA NON FORMAL;3300000;02. JABAR;MOTOR BARU
622;42;L;WIRASWASTA NON FORMAL;10000000;01. JABOTABEK;MOTOR BARU
623;31;P;PEG.SWASTA FORMAL;8000000;01. JABOTABEK;MOTOR BARU
624;30;L;PEG.SWASTA FORMAL;3000000;01. JABOTABEK;MOTOR BARU
625;47;L;WIRASWASTA NON FORMAL;2900000;01. JABOTABEK;2W_MPL
626;53;P;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
627;44;P;PEG.SWASTA FORMAL;6500000;03. JATIM;MOTOR BARU
628;49;L;WIRASWASTA NON FORMAL;7000000;03. JATIM;MOTOR BARU
629;27;L;PEG.SWASTA FORMAL;3600000;01. JABOTABEK;MOTOR BARU
630;50;L;WIRASWASTA NON FORMAL;4500000;04. JATENG;MOTOR BARU
631;26;L;PEG.SWASTA FORMAL;2900000;01. JABOTABEK;MOTOR BARU
632;31;L;WIRASWASTA NON FORMAL;2800000;01. JABOTABEK;2W_MPL
633;37;L;PEG.SWASTA FORMAL;7000000;01. JABOTABEK;MOTOR BARU
634;39;P;WIRASWASTA NON FORMAL;5000000;01. JABOTABEK;2W_MPL
635;54;L;WIRASWASTA NON FORMAL;2500000;09. SUMATERA SELATAN;MOTOR BEKAS
636;29;L;PEG.SWASTA NON FORMAL;12000000;09. SUMATERA SELATAN;MOTOR BARU
637;52;L;PEG.SWASTA NON FORMAL;2100000;09. SUMATERA SELATAN;MOTOR BEKAS
638;37;L;WIRASWASTA NON FORMAL;4900000;09. SUMATERA SELATAN;MOTOR BEKAS
